#,id,address,city,street_with_building,apartment_number,rooms,area_m2,price,price_m2,link,img_url,object_important_note,description,date_activated,advertisement_level,floor,total_floors,year_built
2742,3748889,"Tallinn, Põhja-Tallinn, Hipodroomi, Merimetsa tee 8/3-33",Tallinn,Merimetsa tee 8/3,33,2,49.8,235900,4736,https://www.kv.ee/ru/nimelt-sellel-korteril-on-oma-privaatne-aialapp-el-3748889.html,https://kv.img-bcg.eu/image/object/43/8276/128368276.jpg,TULE ELA OMA PARIMAT VÕIMALIKKU ELU HIPODROOMIL!,"Этаж 1/5, квартирная собственность, каменный дом, год постройки 2026, новый, ...",2025-05-17 21:39:02.180992,,1,5,2026
2743,3748718,"Tallinn, Kesklinn, Liivalaia tn 30",Tallinn,Liivalaia tn 30,,3,75,270000,3600,https://www.kv.ee/ru/korter-muua-avar-3toaline-korter-linnaelu-hindaval-3748718.html,https://kv.img-bcg.eu/image/object/43/8627/128368627.jpg,KÕRGETE LAGEDEGA AVAR KORTER LINNA SÜDAMES.,"Этаж 3/5, в среднем состоянии",2025-05-17 22:33:33.505912,2,3,5,
2744,3748894,"Tallinn, Põhja-Tallinn, Erika 15",Tallinn,Erika 15,,2,35.6,145000,4073,https://www.kv.ee/ru/ootame-teid-kliendipaevale-reedel-20-juunil-kl-150-3748894.html,https://kv.img-bcg.eu/image/object/43/8958/128368958.jpg,"Kliendipäeva lõpuni 20.juunil, kehtib -3000 EUR!","Этаж 2/3, квартирная собственность, каменный дом, обновлённый, индукция, душ, новый ...",2025-05-17 23:50:20.925866,0,2,3,
2745,3748897,"Tallinn, Haabersti, Haabersti, Õismäe tee 125",Tallinn,Õismäe tee 125,,2,46.8,93500,1997,https://www.kv.ee/ru/muua-keskmises-seisukorras-2toaline-korter-oismael-3748897.html,https://kv.img-bcg.eu/image/object/43/9030/128369030.jpg,"РАЗДЕЛЬНЫЕ КОМНАТЫ, ОТРЕМОНТИРОВАННЫЙ ДОМ!","Этаж 4/5, квартирная собственность, панельный дом, год постройки 1976, готов, ...",2025-05-18 00:05:37.223479,,4,5,1976
2746,3552566,"Tallinn, Vanalinn, Suur-Karja tn 4",Tallinn,Suur-Karja tn 4,,2,51.5,235000,4563,https://www.kv.ee/ru/valguskullane-korter-vanalinna-tuiksoonel-asukohtk-3552566.html,https://kv.img-bcg.eu/image/object/43/5762/112085762.jpg,"SUUREPÄRANE ASUKOHT, AKNAD SISEHOOVI","Этаж 3/6, квартирная собственность, каменный дом, год постройки 1902, обновлённый, душ, ...",2025-05-18 09:15:59.069089,0,3,6,1902
2747,3722972,"Tallinn, Lasnamäe, Linnamäe tee 9",Tallinn,Linnamäe tee 9,,4,80,165000,2062,https://www.kv.ee/ru/muun-hubane-valguskullane-soe-alles-parast-kapitaa-3722972.html,https://kv.img-bcg.eu/image/object/43/9806/128089806.jpg,продаётся просторная 4-х комнатная квартира !,"Этаж 8/9, год постройки 1994, обновлённый, индукция, душ, новый трубопровод, центральное ...",2025-05-18 09:50:39.400964,2,8,9,1994
2748,3748916,"Tallinn, Mustamäe, Mustamäe, E. Vilde tee 104",Tallinn,E. Vilde tee 104,,2,43.9,98000,2232,https://www.kv.ee/ru/tule-kliendipaevale-27-juunil-kell-15-00-15-30-eel-3748916.html,https://kv.img-bcg.eu/image/object/43/2820/128372820.jpg,Tule kliendipäevale 27. juunil kell 15.00 - 15.30!,"Этаж 2/5, квартирная собственность, панельный дом, год постройки 1966, готов, газовая ...",2025-05-18 10:07:30.570016,0,2,5,1966
2749,3748913,"Tallinn, Lasnamäe, Linnamäe 81",Tallinn,Linnamäe 81,,3,65.9,114900,1743,https://www.kv.ee/ru/harjumaa-tallinn-lasnamae-linnamae-81-3-tuba-99-ki-3748913.html,https://kv.img-bcg.eu/image/object/43/2883/128372883.jpg,,"Этаж 9/9, частная собственность, панельный дом, год постройки 1987, нуждается в ...",2025-05-18 10:46:08.17662,,9,9,1987
2750,3748921,"Tallinn, Lasnamäe, Pae tn 56",Tallinn,Pae tn 56,,3,59.1,142900,2417,https://www.kv.ee/ru/muua-3toaline-korter-suureparase-asukohaga-lasnama-3748921.html,https://kv.img-bcg.eu/image/object/43/3065/128373065.jpg,LASNAMÄE ALGUS,"Этаж 2/9, квартирная собственность, год постройки 1973, ванная, центральное отопление, ...",2025-05-18 11:47:43.855173,0,2,9,1973
2751,3748922,"Tallinn, Põhja-Tallinn, Kalamaja, Kungla 28/1",Tallinn,Kungla 28,1,3,53.6,234000,4365,https://www.kv.ee/ru/uue-hinnaga-kliendipaev-hind-enne-239-000-eurot-ko-3748922.html,https://kv.img-bcg.eu/image/object/43/3134/128373134.jpg,UUE HINNAGA KLIENDIPÄEV! kolmapäeval (25.06) kell 17-18:00,"Этаж 3/3, квартирная собственность, деревянный дом, год постройки 1934, обновлённый, ...",2025-05-18 11:05:51.689107,0,3,3,1934
2752,3730813,"Tallinn, Pirita, Pirita-kose, Vahulille tee 6/1",Tallinn,Vahulille tee 6,1,2,52.7,215000,4079,https://www.kv.ee/ru/muua-ilus-2toaline-korter-suurusega-527-m2-rodu-38-3730813.html,https://kv.img-bcg.eu/image/object/43/0206/127330206.jpg,PANIPAIK + 1 AUTOKOHT GARAAŽIS,"Этаж 2/3, квартирная собственность, каменный дом, год постройки 2016, в хорошем ...",2025-05-18 11:15:33.972596,1,2,3,2016
2753,3748929,"Tallinn, Põhja-Tallinn, Hipodroomi, Merimetsa tee 8/3-36",Tallinn,Merimetsa tee 8/3,36,3,49.8,319900,6423,https://www.kv.ee/ru/nimelt-sellel-korteril-on-oma-privaatne-terrass-ni-3748929.html,https://kv.img-bcg.eu/image/object/43/3329/128373329.jpg,TULE ELA OMA PARIMAT VÕIMALIKKU ELU HIPODROOMIL!,"Этаж 1/5, квартирная собственность, каменный дом, год постройки 2026, новый, ...",2025-05-18 12:00:24.152213,,1,5,2026
2754,3709551,"Tallinn, Lasnamäe, Mahtra tn 64",Tallinn,Mahtra tn 64,,1,32.8,74900,2283,https://www.kv.ee/ru/muua-hea-soe-korter-2-rodu-vannituba-ja-wc-eraldim-3709551.html,https://kv.img-bcg.eu/image/object/43/2497/125892497.jpg,"ТЕПЛАЯ КВАРТИРА! 2 БАЛКОНА, WC И ВАННАЯ ОТДЕЛЬНО!","Этаж 5/5, квартирная собственность, панельный дом, год постройки 1987, в среднем ...",2025-05-18 13:32:00.576416,0,5,5,1987
2755,3748951,"Tallinn, Pirita, Kase tn 68 68/1-31",Tallinn,Kase tn 68 68/1,31,3,51.4,174000,3385,https://www.kv.ee/ru/muua-privaatne-nurgapealne-3toaline-korter-kase-68-3748951.html,https://kv.img-bcg.eu/image/object/43/5176/128375176.jpg,Korteri hinnas sisaldub parkimiskoht!,"Этаж 1/5, квартирная собственность, год постройки 2006, в хорошем состоянии, ...",2025-05-18 15:07:40.731758,,1,5,2006
2756,3748955,"Tallinn, Kesklinn, Ahju tn 5",Tallinn,Ahju tn 5,,4,69.5,280000,4028,https://www.kv.ee/ru/korterarhitekt-karl-tarvase-poolt-projekteeritud-j-3748955.html,https://kv.img-bcg.eu/image/object/43/7974/128377974.jpg,ROMANTILINE 4-TOALINE KODU Kesklinna SISETÄNAVAL,"Этаж 2/4, квартирная собственность, год постройки 1935, обновлённый, электрическая ...",2025-05-18 21:53:30.90967,1,2,4,1935
2757,3748959,"Tallinn, Lasnamäe, Kivila 46",Tallinn,Kivila 46,,2,52.3,125000,2390,https://www.kv.ee/ru/muua-hea-asukohaga-2toaline-korter-lasnamael-kivil-3748959.html,https://kv.img-bcg.eu/image/object/43/5348/128375348.jpg,,"Этаж 8/9, квартирная собственность, панельный дом, год постройки 1986, в хорошем ...",2025-05-18 15:41:01.274782,1,8,9,1986
2758,3659653,"Tallinn, Lasnamäe, Priisle tee 2",Tallinn,Priisle tee 2,,3,72.8,220000,3021,https://www.kv.ee/ru/porandakute-madalad-kommunaalkulud-ca130-suvel-230-3659653.html,https://kv.img-bcg.eu/image/object/43/0017/123000017.jpg,"","Этаж 7/9, квартирная собственность, панельный дом, год постройки 2021, новый, плита с ...",2025-05-18 17:42:16.870223,0,7,9,2021
2759,3748983,"Tallinn, Mustamäe, Sõpruse pst 222",Tallinn,Sõpruse pst 222,,4,95,185000,1947,https://www.kv.ee/ru/pakkumisel-suur-korter-korgelt-hinnatud-kivimajas-3748983.html,https://kv.img-bcg.eu/image/object/43/7250/128377250.jpg,"Suur, eraldi tubadega korter kivimajas","Этаж 3/16, квартирная собственность, каменный дом, год постройки 1993, электрическая ...",2025-05-18 18:15:02.612171,,3,16,1993
2760,3594884,"Tallinn, Põhja-Tallinn, Kalamaja, Vibu tn 10",Tallinn,Vibu tn 10,,4,82.3,395000,4799,https://www.kv.ee/ru/korterkorteri-koosseisu-kuuluvad-esik-elutuba-avat-3594884.html,https://kv.img-bcg.eu/image/object/43/7554/128377554.jpg,Kalamaja pargi vaatega perekorter,"Этаж 2/4, квартирная собственность, каменный дом, год постройки 2016, в хорошем ...",2025-05-18 19:23:39.220438,,2,4,2016
2761,3749013,"Tallinn, Vanalinn, Vene tn 10",Tallinn,Vene tn 10,,3,114.7,427000,3722,https://www.kv.ee/ru/tegemist-on-avara-planeeringuga-3toalise-korteriga-3749013.html,https://kv.img-bcg.eu/image/object/43/9043/128379043.jpg,Eriline kodu Vanalinnas,"Этаж 3/3, квартирная собственность, каменный дом, обновлённый, душ, ванная, сауна, ...",2025-05-18 20:38:33.969431,,3,3,
2762,3749020,"Tallinn, Vanalinn, Vene tn 10",Tallinn,Vene tn 10,,4,166.7,524000,3143,https://www.kv.ee/ru/tegemist-on-avara-planeeringuga-3toalise-korteriga-3749020.html,https://kv.img-bcg.eu/image/object/43/9105/128379105.jpg,Võimalik ehitada 2 korrust kokku,"Этаж 3/4, квартирная собственность, каменный дом, год постройки 1500, обновлённый, ...",2025-05-18 20:44:52.331273,,3,4,1500
2763,3645710,"Tallinn, Kristiine, Lilleküla, Lille tn 16",Tallinn,Lille tn 16,,2,46.3,145000,3131,https://www.kv.ee/ru/piirkond-on-korgelt-hinnatud-oma-roheluse-ja-rahul-3645710.html,https://kv.img-bcg.eu/image/object/43/9041/128009041.jpg,"2toaline, miljööväärtuslikus vaikses Lille asumis!","Этаж 2/3, квартирная собственность, каменный дом, год постройки 1956, в хорошем ...",2025-05-18 22:35:00.422766,0,2,3,1956
2764,3749034,"Tallinn, Lasnamäe, Mustakivi, Mahtra tn 26",Tallinn,Mahtra tn 26,,1,32.8,99990,3048,https://www.kv.ee/ru/muua-assja-renoveeritud-1toaline-korter-varske-ja-3749034.html,https://kv.img-bcg.eu/image/object/43/9854/128379854.jpg,ПОЛНОСТЬЮ ОТРЕМОНТИРОВАННАЯ КВАРТИРА,"Этаж 6/9, квартирная собственность, панельный дом, год постройки 1982, новый, плита с ...",2025-05-18 23:05:39.276462,0,6,9,1982
2765,3743151,"Tallinn, Kristiine, Tulika tn 66",Tallinn,Tulika tn 66,,3,53.7,167000,3109,https://www.kv.ee/ru/kaasaegne-ja-kvaliteetne-3toaline-korter-kristiine-3743151.html,https://kv.img-bcg.eu/image/object/43/4815/128044815.jpg,"Suurepärane asukoht, värskelt renoveeritud","Этаж 1/5, квартирная собственность, каменный дом, год постройки 1970, обновлённый, ...",2025-05-19 00:09:00.522348,1,1,5,1970
2766,3744149,"Tallinn, Mustamäe, E. Vilde tee 87",Tallinn,E. Vilde tee 87,,3,43.9,130000,2961,https://www.kv.ee/ru/muua-renoveeritud-kolmatoaline-korter-mustamael-ta-3744149.html,https://kv.img-bcg.eu/image/object/43/6139/128096139.jpg,"Renoveeritud, sisustatud, koos hindamisaktiga","Этаж 2/5, год постройки 1965, обновлённый, индукция, новый трубопровод, душ, ...",2025-05-19 09:03:13.127297,,2,5,1965
2767,3695576,"Tallinn, Kesklinn, Estonia pst 7",Tallinn,Estonia pst 7,,2,62.5,350000,5600,https://www.kv.ee/ru/pakkuda-muua-taielikult-renoveeritud-kortermajas-l-3695576.html,https://kv.img-bcg.eu/image/object/43/0562/124980562.jpg,"LIFT, KÕRGED LAED, AVARAD VAATED","Этаж 3/6, квартирная собственность, каменный дом, год постройки 1954, новый, индукция, ...",2025-05-19 09:47:00.385227,1,3,6,1954
2768,3716795,"Tallinn, Kesklinn, Narva mnt 23",Tallinn,Narva mnt 23,,2,47.8,210000,4393,https://www.kv.ee/ru/pakkuda-1979-ehitatud-kortermajas-varskelt-renovee-3716795.html,https://kv.img-bcg.eu/image/object/43/4392/126444392.jpg,SUUREPÄRANE ASUKOHT JA VÄRSKE REMONT!,"Этаж 4/7, квартирная собственность, каменный дом, год постройки 1979, обновлённый, ...",2025-05-19 09:50:00.48426,,4,7,1979
2769,3749081,"Tallinn, Kesklinn, Kiikri tn 2/3",Tallinn,Kiikri tn 2,3,4,101.2,509000,5029,https://www.kv.ee/ru/muua-luksuslik-4toaline-merevaatega-korter-hindami-3749081.html,https://kv.img-bcg.eu/image/object/43/4929/128384929.jpg,Merevaatega õhtupäikese-poolne 4-toaline!,"Этаж 2/4, квартирная собственность, каменный дом, год постройки 2019, в хорошем ...",2025-05-19 10:15:32.290824,0,2,4,2019
2770,3749085,"Tallinn, Kadriorg, Kiikri tn 2/3",Tallinn,Kiikri tn 2,3,4,101.2,509000,5029,https://www.kv.ee/ru/muua-luksuslik-4toaline-merevaatega-korter-hindami-3749085.html,https://kv.img-bcg.eu/image/object/43/6686/128486686.jpg,Merevaatega õhtupäikese-poolne 4-toaline!,"Этаж 2/4, квартирная собственность, каменный дом, год постройки 2019, в хорошем ...",2025-05-19 10:16:22.16557,0,2,4,2019
2771,3749090,"Tallinn, Põhja-Tallinn, Kopli 100b",Tallinn,Kopli 100b,,1,11.3,43950,3889,https://www.kv.ee/ru/korter-on-kohe-vaba-kortermuua-varskelt-renoveerit-3749090.html,https://kv.img-bcg.eu/image/object/43/5272/128385272.jpg,Квартира свободна сразу!,"Этаж 2/5, квартирная собственность, каменный дом, год постройки 1987, обновлённый, душ, ...",2025-05-19 10:30:08.699335,0,2,5,1987
2772,3747202,"Tallinn, Põhja-Tallinn, Sitsi tn 18",Tallinn,Sitsi tn 18,,2,47.2,105000,2224,https://www.kv.ee/ru/koik-moobel-ja-tehnika-jaavad-sisse-kulmik-ja-pesu-3747202.html,https://kv.img-bcg.eu/image/object/43/8720/128348720.jpg,Rõduga korter Põhja Tallinnas mugaval 2l korrusel!,"Этаж 2/5, год постройки 1946, в хорошем состоянии, газовая плита, туалет и ванная по ...",2025-05-19 11:05:58.6557,,2,5,1946
2773,3632141,"Tallinn, Kristiine, Rähni tn 11",Tallinn,Rähni tn 11,,2,56.5,189900,3361,https://www.kv.ee/ru/kristiines-on-pakkumisele-tulnud-lahe-2toaline-kor-3632141.html,https://kv.img-bcg.eu/image/object/43/6847/128426847.jpg,MAJA DOKUMENTATSIOON KORRAS,"Этаж 3/3, квартирная собственность, год постройки 1940, в хорошем состоянии, ...",2025-05-19 11:28:00.522145,0,3,3,1940
2774,3628799,"Tallinn, Kristiine, Rähni tn 11",Tallinn,Rähni tn 11,,2,56.5,215000,3805,https://www.kv.ee/ru/jaanipaevani-soodushind-215-000-eurotstiilne-ja-av-3628799.html,https://kv.img-bcg.eu/image/object/43/4879/120524879.jpg,JAANIPÄEVANI SOODUSHIND 215 000 eurot,"Этаж 3/3, квартирная собственность, год постройки 1940, в хорошем состоянии, ...",2025-05-19 11:28:00.547255,0,3,3,1940
2775,3749147,"Tallinn, Põhja-Tallinn, Kalamaja, Uus-Volta 7-24",Tallinn,Uus-Volta 7,24,1,19.6,114900,5862,https://www.kv.ee/ru/piisavalt-suur-et-elada-piisavalt-kompaktne-et-inv-3749147.html,https://kv.img-bcg.eu/image/object/43/7488/128387488.jpg,"Кондиционер, арочные окна и продуманная планировка!","Этаж 2/3, квартирная собственность, каменный дом, год постройки 2025, новый, центральное ...",2025-05-19 12:05:33.130111,,2,3,2025
2776,3749148,"Tallinn, Põhja-Tallinn, Kalamaja, Uus-Volta 7-30",Tallinn,Uus-Volta 7,30,1,19.6,104900,5352,https://www.kv.ee/ru/piisavalt-suur-et-elada-piisavalt-kompaktne-et-inv-3749148.html,https://kv.img-bcg.eu/image/object/43/7516/128387516.jpg,"Кондиционер, арочные окна и продуманная планировка!","Этаж 2/3, квартирная собственность, каменный дом, год постройки 2025, новый, центральное ...",2025-05-19 12:05:56.124911,0,2,3,2025
2777,3726661,"Tallinn, Põhja-Tallinn, Pelguranna, Madala tn 16",Tallinn,Madala tn 16,,2,51.4,185000,3599,https://www.kv.ee/ru/otsid-kaasaegset-ja-valguskullast-kodu-mere-aares-3726661.html,https://kv.img-bcg.eu/image/object/43/6955/127086955.jpg,ЛУЧШЕЕ КАЧЕСТВО И РАСПОЛОЖЕНИЕ!,"Этаж 5/14, квартирная собственность, панельный дом, год постройки 2018, в хорошем ...",2025-05-19 13:10:00.771627,0,5,14,2018
2778,3749187,"Tallinn, Haabersti, Kakumäe, Mirta tn 31",Tallinn,Mirta tn 31,,3,73.5,199000,2707,https://www.kv.ee/ru/muua-looduslahedane-korter-kakumael-mirta-tanaval-3749187.html,https://kv.img-bcg.eu/image/object/43/9748/128389748.jpg,3-TOALINE RÕDUGA KORTER KAKUMÄE ROHELUSES,"Этаж 2/3, каменный дом, год постройки 2008, в хорошем состоянии, туалет и ванная по ...",2025-05-19 13:23:32.661698,0,2,3,2008
2779,3749193,"Tallinn, Põhja-Tallinn, Allveelaeva 4",Tallinn,Allveelaeva 4,,2,48.3,290000,6004,https://www.kv.ee/ru/korter-muugile-on-tulnud-2toaline-korter-mis-asub-3749193.html,https://kv.img-bcg.eu/image/object/43/9842/128389842.jpg,Valgusküllane ja hästi planeeritud 2-toaline korter rõduga,"Этаж 3/4, квартирная собственность, каменный дом, год постройки 2023, в хорошем ...",2025-05-19 13:22:46.949791,,3,4,2023
2780,3749203,"Tallinn, Põhja-Tallinn, Telliskivi tn 49",Tallinn,Telliskivi tn 49,,2,41.7,199000,4772,https://www.kv.ee/ru/muua-hubane-roduga-kahetoaline-korter-telliskivisk-3749203.html,https://kv.img-bcg.eu/image/object/43/0112/128390112.jpg,"Müüa korter ARTE Galeriimajas, Telliskivis","Этаж 1/4, квартирная собственность, каменный дом, год постройки 2019, в хорошем ...",2025-05-19 13:58:03.065974,,1,4,2019
2781,3749204,"Tallinn, Haabersti, Astangu, Jalami tn 1",Tallinn,Jalami tn 1,,2,52.6,179999,3422,https://www.kv.ee/ru/moodne-ja-avar-2toaline-korter-haaberstis-kui-otsi-3749204.html,https://kv.img-bcg.eu/image/object/43/0861/128390861.jpg,Балкон | Парковка в гараже | Кладовая | Дом 2021г,"Этаж 3/8, квартирная собственность, каменный дом, год постройки 2021, в хорошем ...",2025-05-19 14:21:53.216682,0,3,8,2021
2782,3749216,"Tallinn, Kesklinn, Uue Maailma 4",Tallinn,Uue Maailma 4,,2,40.4,134900,3339,https://www.kv.ee/ru/ideaalne-investeering-kesklinnas-2toaline-korter-u-3749216.html,https://kv.img-bcg.eu/image/object/43/0608/128390608.jpg,EELREGISTREERIMISEGA KLIENDIPÄEV 25.06.2025 KELL 14.00-15.00!,"Этаж 2/4, квартирная собственность, каменный дом, год постройки 1961, готов, индукция, ...",2025-05-19 14:07:39.27578,0,2,4,1961
2783,3732169,"Tallinn, Kesklinn, Villardi tn 23a-1",Tallinn,Villardi tn 23a,1,2,55.7,159000,2854,https://www.kv.ee/ru/muua-2toaline-renoveeritud-korter-kassisaba-miljoo-3732169.html,https://kv.img-bcg.eu/image/object/43/6055/128166055.jpg,Новое предложение!,"Квартирная собственность, каменный дом, год постройки 1949, новый, ванная, мебель, ...",2025-05-19 14:21:00.449508,0,,,1949
2784,3749151,"Tallinn, Haabersti, Järveotsa tee",Tallinn,Järveotsa tee,,3,65.8,125000,1899,https://www.kv.ee/ru/paneelmajakook-elektripliit-kulmik-koogimoobelsanr-3749151.html,https://kv.img-bcg.eu/image/object/43/0806/128390806.jpg,,"Этаж 3/9, панельный дом, год постройки 1977, нуждается в обновлении, электрическая ...",2025-05-19 14:28:24.497326,,3,9,1977
